rowid,yearstart,yearend,locationabbr,locationdesc,datasource,class,topic,question,data_value_unit,datavaluetypeid,data_value_type,data_value_footnote_symbol,data_value_footnote,stratificationcategory1,stratification1,stratificationcategory2,stratification2,geolocation,classid,topicid,questionid,locationid,stratificationcategoryid1,stratificationid1,stratificationcategoryid2,stratificationid2,data_value,data_value_alt,low_confidence_limit,high_confidence_limit
BRFSS~2017~2017~36~Q30~TCC01~AGE~OVERALL,2017,2017,NY,New York,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,,,"{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC01,Q30,36,AGE,65PLUS,OVERALL,OVERALL,10.3,10.3,8.6,12.3
BRFSS~2017~2017~36~Q42~TCC04~AGE~RACE,2017,2017,NY,New York,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC04,Q42,36,AGE,5064,RACE,HIS,,,,
BRFSS~2017~2017~24~Q42~TCC04~AGE~RACE,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,~,No Data Available,Age Group,Overall,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC04,Q42,24,AGE,AGE_OVERALL,RACE,HIS,,,,
BRFSS~2017~2017~9003~Q42~TCC04~AGE~RACE,2017,2017,SOU,South,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",,C06,TCC04,Q42,9003,AGE,5064,RACE,WHT,47.4,47.4,39.2,55.7
BRFSS~2017~2017~9002~Q30~TCC01~AGE~RACE,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC01,Q30,9002,AGE,AGE_OVERALL,RACE,BLK,14.0,14.0,9.0,21.3
BRFSS~2017~2017~9003~Q30~TCC01~AGE~RACE,2017,2017,SOU,South,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC01,Q30,9003,AGE,65PLUS,RACE,BLK,10.6,10.6,8.2,13.6
BRFSS~2017~2017~59~Q41~TCC03~AGE~RACE,2017,2017,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC03,Q41,59,AGE,65PLUS,RACE,ASN,22.9,22.9,11.0,41.4
BRFSS~2017~2017~28~Q30~TCC01~AGE~RACE,2017,2017,MS,Mississippi,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-89.53803082499968, 32.745510099000455]}",C06,TCC01,Q30,28,AGE,65PLUS,RACE,BLK,15.3,15.3,10.6,21.5
BRFSS~2017~2017~26~Q30~TCC01~AGE~RACE,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC01,Q30,26,AGE,5064,RACE,WHT,10.5,10.5,8.1,13.6
BRFSS~2017~2017~41~Q30~TCC01~AGE~RACE,2017,2017,OR,Oregon,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-120.15503132599969, 44.56744942400047]}",C06,TCC01,Q30,41,AGE,AGE_OVERALL,RACE,HIS,,,,
BRFSS~2017~2017~36~Q42~TCC04~AGE~OVERALL,2017,2017,NY,New York,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC04,Q42,36,AGE,5064,OVERALL,OVERALL,54.4,54.4,44.1,64.4
BRFSS~2017~2017~49~Q30~TCC01~AGE~RACE,2017,2017,UT,Utah,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC01,Q30,49,AGE,AGE_OVERALL,RACE,NAA,,,,
BRFSS~2017~2017~24~Q30~TCC01~AGE~OVERALL,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC01,Q30,24,AGE,5064,OVERALL,OVERALL,7.8,7.8,6.0,10.2
BRFSS~2017~2017~59~Q42~TCC04~AGE~RACE,2017,2017,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC04,Q42,59,AGE,5064,RACE,BLK,47.2,47.2,36.0,58.8
BRFSS~2017~2017~9003~Q31~TCC02~AGE~OVERALL,2017,2017,SOU,South,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,,,,C06,TCC02,Q31,9003,AGE,AGE_OVERALL,OVERALL,OVERALL,38.5,38.5,34.3,42.8
BRFSS~2017~2017~34~Q30~TCC01~AGE~SEX,2017,2017,NJ,New Jersey,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,Sex,Male,"{'type': 'Point', 'coordinates': [-74.27369128799967, 40.13057004800049]}",C06,TCC01,Q30,34,AGE,AGE_OVERALL,SEX,MALE,12.2,12.2,9.8,15.1
BRFSS~2017~2017~36~Q30~TCC01~AGE~RACE,2017,2017,NY,New York,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC01,Q30,36,AGE,65PLUS,RACE,NAA,,,,
BRFSS~2017~2017~59~Q31~TCC02~AGE~RACE,2017,2017,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC02,Q31,59,AGE,5064,RACE,ASN,30.6,30.6,12.4,58.0
BRFSS~2017~2017~41~Q31~TCC02~AGE~RACE,2017,2017,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,~,No Data Available,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,"{'type': 'Point', 'coordinates': [-120.15503132599969, 44.56744942400047]}",C06,TCC02,Q31,41,AGE,AGE_OVERALL,RACE,ASN,,,,
BRFSS~2017~2017~28~Q31~TCC02~AGE~OVERALL,2017,2017,MS,Mississippi,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,Overall,,,"{'type': 'Point', 'coordinates': [-89.53803082499968, 32.745510099000455]}",C06,TCC02,Q31,28,AGE,AGE_OVERALL,OVERALL,OVERALL,52.1,52.1,45.7,58.4
BRFSS~2017~2017~9003~Q42~TCC04~AGE~RACE,2017,2017,SOU,South,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC04,Q42,9003,AGE,65PLUS,RACE,BLK,39.4,39.4,27.5,52.7
BRFSS~2017~2017~9002~Q30~TCC01~AGE~RACE,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,,C06,TCC01,Q30,9002,AGE,5064,RACE,ASN,0.0,0.0,,
BRFSS~2017~2017~9002~Q30~TCC01~AGE~RACE,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C06,TCC01,Q30,9002,AGE,65PLUS,RACE,HIS,26.3,26.3,10.0,53.4
BRFSS~2017~2017~41~Q31~TCC02~AGE~RACE,2017,2017,OR,Oregon,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-120.15503132599969, 44.56744942400047]}",C06,TCC02,Q31,41,AGE,65PLUS,RACE,HIS,,,,
BRFSS~2017~2017~34~Q41~TCC03~AGE~RACE,2017,2017,NJ,New Jersey,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,~,No Data Available,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,"{'type': 'Point', 'coordinates': [-74.27369128799967, 40.13057004800049]}",C06,TCC03,Q41,34,AGE,65PLUS,RACE,ASN,,,,
BRFSS~2017~2017~36~Q41~TCC03~AGE~SEX,2017,2017,NY,New York,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC03,Q41,36,AGE,65PLUS,SEX,FEMALE,39.3,39.3,27.9,52.0
BRFSS~2017~2017~24~Q41~TCC03~AGE~SEX,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,50-64 years,Sex,Female,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC03,Q41,24,AGE,5064,SEX,FEMALE,36.9,36.9,22.4,54.3
BRFSS~2017~2017~9001~Q42~TCC04~AGE~SEX,2017,2017,NRE,Northeast,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Sex,Male,,C06,TCC04,Q42,9001,AGE,65PLUS,SEX,MALE,35.2,35.2,25.3,46.4
BRFSS~2017~2017~49~Q30~TCC01~AGE~RACE,2017,2017,UT,Utah,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,65 years or older,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC01,Q30,49,AGE,65PLUS,RACE,HIS,,,,
BRFSS~2017~2017~9002~Q41~TCC03~AGE~SEX,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Sex,Male,,C06,TCC03,Q41,9002,AGE,5064,SEX,MALE,19.4,19.4,8.8,37.5
BRFSS~2017~2017~24~Q30~TCC01~AGE~SEX,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Male,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC01,Q30,24,AGE,65PLUS,SEX,MALE,10.3,10.3,7.4,14.2
BRFSS~2017~2017~36~Q41~TCC03~AGE~RACE,2017,2017,NY,New York,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,"{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC03,Q41,36,AGE,5064,RACE,ASN,,,,
BRFSS~2017~2017~9003~Q41~TCC03~AGE~RACE,2017,2017,SOU,South,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic",,C06,TCC03,Q41,9003,AGE,5064,RACE,BLK,53.7,53.7,41.9,65.1
BRFSS~2017~2017~34~Q30~TCC01~AGE~SEX,2017,2017,NJ,New Jersey,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-74.27369128799967, 40.13057004800049]}",C06,TCC01,Q30,34,AGE,65PLUS,SEX,FEMALE,9.3,9.3,7.2,12.1
BRFSS~2017~2017~59~Q42~TCC04~AGE~RACE,2017,2017,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC04,Q42,59,AGE,65PLUS,RACE,NAA,18.9,18.9,4.8,52.0
BRFSS~2017~2017~36~Q31~TCC02~AGE~RACE,2017,2017,NY,New York,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,~,No Data Available,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC02,Q31,36,AGE,65PLUS,RACE,NAA,,,,
BRFSS~2017~2017~59~Q41~TCC03~AGE~RACE,2017,2017,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",,C06,TCC03,Q41,59,AGE,AGE_OVERALL,RACE,WHT,25.6,25.6,22.7,28.8
BRFSS~2017~2017~9002~Q31~TCC02~AGE~RACE,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC02,Q31,9002,AGE,AGE_OVERALL,RACE,NAA,25.2,25.2,2.1,84.4
BRFSS~2017~2017~41~Q30~TCC01~AGE~RACE,2017,2017,OR,Oregon,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Race/Ethnicity,"Black, non-Hispanic","{'type': 'Point', 'coordinates': [-120.15503132599969, 44.56744942400047]}",C06,TCC01,Q30,41,AGE,5064,RACE,BLK,,,,
BRFSS~2017~2017~9001~Q41~TCC03~AGE~RACE,2017,2017,NRE,Northeast,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,,C06,TCC03,Q41,9001,AGE,AGE_OVERALL,RACE,NAA,85.1,85.1,52.7,96.7
BRFSS~2017~2017~9002~Q31~TCC02~AGE~SEX,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Sex,Female,,C06,TCC02,Q31,9002,AGE,5064,SEX,FEMALE,54.5,54.5,39.1,69.1
BRFSS~2017~2017~9003~Q31~TCC02~AGE~RACE,2017,2017,SOU,South,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,65 years or older,Race/Ethnicity,Hispanic,,C06,TCC02,Q31,9003,AGE,65PLUS,RACE,HIS,23.1,23.1,3.9,69.0
BRFSS~2017~2017~59~Q30~TCC01~AGE~SEX,2017,2017,US,"United States, DC & Territories",BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,#,Fewer than 50 States reporting,Age Group,50-64 years,Sex,Male,,C06,TCC01,Q30,59,AGE,5064,SEX,MALE,10.8,10.8,9.5,12.2
BRFSS~2017~2017~24~Q41~TCC03~AGE~RACE,2017,2017,MD,Maryland,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,~,No Data Available,Age Group,65 years or older,Race/Ethnicity,Hispanic,"{'type': 'Point', 'coordinates': [-76.60926011099963, 39.29058096400047]}",C06,TCC03,Q41,24,AGE,65PLUS,RACE,HIS,,,,
BRFSS~2017~2017~49~Q42~TCC04~AGE~RACE,2017,2017,UT,Utah,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,~,No Data Available,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC04,Q42,49,AGE,65PLUS,RACE,NAA,,,,
BRFSS~2017~2017~41~Q41~TCC03~AGE~OVERALL,2017,2017,OR,Oregon,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,65 years or older,,,"{'type': 'Point', 'coordinates': [-120.15503132599969, 44.56744942400047]}",C06,TCC03,Q41,41,AGE,65PLUS,OVERALL,OVERALL,23.3,23.3,16.5,31.9
BRFSS~2017~2017~26~Q41~TCC03~AGE~OVERALL,2017,2017,MI,Michigan,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-84.71439026999968, 44.6613195430005]}",C06,TCC03,Q41,26,AGE,5064,OVERALL,OVERALL,31.0,31.0,21.4,42.6
BRFSS~2017~2017~9002~Q42~TCC04~AGE~SEX,2017,2017,MDW,Midwest,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,&,Regional estimates may not represent all states in the region,Age Group,50-64 years,Sex,Female,,C06,TCC04,Q42,9002,AGE,5064,SEX,FEMALE,55.4,55.4,39.9,69.9
BRFSS~2017~2017~34~Q31~TCC02~AGE~SEX,2017,2017,NJ,New Jersey,BRFSS,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,%,PRCTG,Percentage,,,Age Group,65 years or older,Sex,Female,"{'type': 'Point', 'coordinates': [-74.27369128799967, 40.13057004800049]}",C06,TCC02,Q31,34,AGE,65PLUS,SEX,FEMALE,24.6,24.6,13.1,41.5
BRFSS~2017~2017~49~Q41~TCC03~AGE~OVERALL,2017,2017,UT,Utah,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,,,Age Group,50-64 years,,,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC03,Q41,49,AGE,5064,OVERALL,OVERALL,29.5,29.5,20.2,40.7
BRFSS~2017~2017~36~Q30~TCC01~AGE~RACE,2017,2017,NY,New York,BRFSS,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,%,PRCTG,Percentage,,,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC01,Q30,36,AGE,AGE_OVERALL,RACE,WHT,10.6,10.6,9.1,12.4
BRFSS~2017~2017~36~Q42~TCC04~AGE~OVERALL,2017,2017,NY,New York,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,,,"{'type': 'Point', 'coordinates': [-75.54397042699964, 42.82700103200045]}",C06,TCC04,Q42,36,AGE,65PLUS,OVERALL,OVERALL,37.1,37.1,28.5,46.5
BRFSS~2017~2017~34~Q42~TCC04~AGE~RACE,2017,2017,NJ,New Jersey,BRFSS,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,%,PRCTG,Percentage,,,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic","{'type': 'Point', 'coordinates': [-74.27369128799967, 40.13057004800049]}",C06,TCC04,Q42,34,AGE,65PLUS,RACE,WHT,39.6,39.6,29.6,50.5
BRFSS~2017~2017~49~Q41~TCC03~AGE~SEX,2017,2017,UT,Utah,BRFSS,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,%,PRCTG,Percentage,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,Age Group,50-64 years,Sex,Male,"{'type': 'Point', 'coordinates': [-111.58713063499971, 39.360700171000474]}",C06,TCC03,Q41,49,AGE,5064,SEX,MALE,,,,
