Year,State_Code,State,Category,Topic,Question,Measure_Type,Unit,Value,CI_Low,CI_High,Stratification_Category,Stratification,Stratification_Category2,Stratification2,Question_Short
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,35.0,26.6,44.4,Age Group,50-64 years,,,Percentage of older adults who reported that as a result of subjective cognitive...
2017,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,25.3,20.2,31.2,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,19.4,8.3,39.1,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.1,6.5,9.9,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,13.8,11.5,16.4,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,26.4,21.8,31.6,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,9.7,8.1,11.5,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,4.3,1.1,14.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,70.1,25.7,94.1,Age Group,50-64 years,Race/Ethnicity,Native Am/Alaskan Native,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,26.6,22.9,30.6,Age Group,Overall,,,Percentage of older adults who reported that as a result of subjective cognitive...
2017,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.1,6.3,10.2,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,25.4,21.3,30.0,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,26.1,18.4,35.6,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,41.0,33.2,49.2,Age Group,65 years or older,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,35.3,28.4,42.8,Age Group,65 years or older,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,27.8,17.8,40.6,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2017,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,49.2,42.3,56.1,Age Group,50-64 years,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,24.5,13.3,40.7,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,34.3,26.0,43.7,Age Group,65 years or older,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,9.7,8.3,11.3,Age Group,50-64 years,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.2,8.5,12.1,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.6,11.4,14.0,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,42.3,32.1,53.2,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,72.5,43.1,90.1,Age Group,50-64 years,Race/Ethnicity,Hispanic,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,38.6,26.3,52.6,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,7.8,6.4,9.4,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,34.2,30.1,38.5,Age Group,Overall,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,32.2,25.5,39.7,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,37.7,19.5,60.3,Age Group,Overall,Race/Ethnicity,Hispanic,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,29.5,24.4,35.2,Age Group,Overall,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2017,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,6.6,4.4,9.7,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,33.2,27.1,39.8,Age Group,Overall,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,44.4,31.8,57.7,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults who reported that as a result of subjective cognitive...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.3,9.5,15.8,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,25.3,8.2,56.3,Age Group,65 years or older,Race/Ethnicity,Hispanic,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,6.7,4.0,11.1,Age Group,Overall,Race/Ethnicity,Hispanic,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,18.4,3.4,58.8,Age Group,65 years or older,Race/Ethnicity,Native Am/Alaskan Native,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,35.2,24.5,47.6,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2017,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,41.7,26.5,58.6,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,25.4,13.8,41.9,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,WEST,West,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,11.2,9.9,12.6,Age Group,Overall,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,48.4,13.0,85.4,Age Group,Overall,Race/Ethnicity,Native Am/Alaskan Native,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,WEST,West,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,29.0,20.4,39.3,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,36.9,28.0,46.8,Age Group,Overall,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,41.4,27.6,56.6,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,37.3,27.9,47.8,Age Group,Overall,Sex,Female,Percentage of older adults who reported that as a result of subjective cognitive...
2017,GA,Georgia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,30.3,21.9,40.2,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,58.5,44.3,71.5,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,30.0,19.0,43.9,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,48.1,38.6,57.7,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,47.9,34.7,61.5,Age Group,Overall,Race/Ethnicity,"Black, non-Hispanic",Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,33.1,23.1,45.0,Age Group,Overall,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,32.9,27.2,39.2,Age Group,Overall,,,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,35.7,24.7,48.5,Age Group,65 years or older,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,13.0,11.1,15.2,Age Group,65 years or older,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,7.7,5.9,10.1,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,30.6,22.5,40.1,Age Group,Overall,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,38.5,29.5,48.3,Age Group,50-64 years,,,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,45.6,34.0,57.7,Age Group,Overall,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,6.4,4.6,9.0,Age Group,50-64 years,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.8,10.7,15.3,Age Group,Overall,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,35.8,22.6,51.5,Age Group,50-64 years,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,49.7,39.8,59.7,Age Group,50-64 years,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,30.5,18.3,46.3,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,21.5,12.6,34.3,Age Group,50-64 years,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,29.5,22.0,38.4,Age Group,Overall,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,26.5,14.6,43.1,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,29.4,20.1,40.9,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,28.2,19.2,39.3,Age Group,Overall,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,38.2,28.7,48.8,Age Group,Overall,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,34.7,22.3,49.7,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,27.3,15.2,44.1,Age Group,65 years or older,Race/Ethnicity,Asian/Pacific Islander,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.0,6.0,10.5,Age Group,65 years or older,Race/Ethnicity,"White, non-Hispanic",Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.8,8.7,13.3,Age Group,65 years or older,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,33.9,23.2,46.6,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,8.7,7.6,9.9,Age Group,Overall,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,45.7,35.0,56.8,Age Group,65 years or older,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,40.0,27.0,54.6,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,36.3,27.6,46.0,Age Group,Overall,Sex,Male,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,7.8,5.9,10.3,Age Group,50-64 years,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,32.8,21.0,47.2,Age Group,65 years or older,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,GA,Georgia,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,40.4,28.9,53.1,Age Group,50-64 years,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
2017,HI,Hawaii,Cognitive Decline,Need assistance with day-to-day activities because of subjective cognitive decline or memory loss,Percentage of older adults who reported that as a result of subjective cognitive decline or memory loss that they need assistance with day-to-day activities,Percentage,%,26.3,14.6,42.6,Age Group,65 years or older,Sex,Male,Percentage of older adults who reported that as a result of subjective cognitive...
2017,GA,Georgia,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,39.2,30.6,48.4,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,9.4,7.8,11.3,Age Group,Overall,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,10.6,7.9,14.0,Age Group,50-64 years,Sex,Male,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Functional difficulties associated with subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that interferes with their ability to engage in social activities or household chores,Percentage,%,43.1,36.3,50.3,Age Group,Overall,,,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,GA,Georgia,Cognitive Decline,Subjective cognitive decline or memory loss among older adults,Percentage of older adults who reported subjective cognitive decline or memory loss that is happening more often or is getting worse in the preceding 12 months,Percentage,%,12.0,10.2,14.1,Age Group,Overall,Sex,Female,Percentage of older adults who reported subjective cognitive decline or memory l...
2017,HI,Hawaii,Cognitive Decline,Talked with health care professional about subjective cognitive decline or memory loss,Percentage of older adults with subjective cognitive decline or memory loss who reported talking with a health care professional about it,Percentage,%,41.4,28.5,55.7,Age Group,50-64 years,Sex,Female,Percentage of older adults with subjective cognitive decline or memory loss who ...
